# gene_list_hits | collection scie (stemness x immunogenicity (SCIE)) | run drvi_tum_64_nomt | recall of a signature collection by two pipelines on ONE set of cells: Leiden clusters vs DRVI decoder directions, identical ORA downstream | 05_10_pipeline_recall
# CAVEAT: Cells are the aneuploid epithelium called by inferCNV in 05_1: a per-cohort THRESHOLD on a CNV score, not a validated clone assignment - no matched normal, no bulk WGS.
# CAVEAT: Cells no run covered (not_tested) were excluded rather than assumed normal, and 19 of the 29 cohorts of the epithelial compartment reach the 200-cell floor, so this is the tumour the call could reach in the patients with the most of it.
# CAVEAT: The CellTypist labels carried along (cell_type_01_4) come from a NORMAL breast atlas with no malignant class and are landmarks, never identities: every state reported here is a state of malignant epithelium, named by its genes and not by that label.
arm,resolution,gene_list,n_genes_in_list,n_de_genes,n_signatures_hit,n_cells
pca_leiden,0.8,6,62,62.0,0,510.0
pca_leiden,0.8,7,49,49.0,0,267.0
pca_leiden,0.8,8,200,222.0,1,3808.0
pca_leiden,0.8,9,200,645.0,0,1193.0
pca_leiden,1.0,0,179,179.0,0,281.0
pca_leiden,1.0,1,200,257.0,1,368.0
pca_leiden,1.0,10,200,345.0,0,963.0
pca_leiden,1.0,11,62,62.0,0,19.0
pca_leiden,1.0,12,200,242.0,0,1817.0
pca_leiden,1.0,13,97,97.0,0,500.0
pca_leiden,1.0,14,199,199.0,4,2087.0
pca_leiden,1.0,15,133,133.0,2,86.0
pca_leiden,1.0,16,49,49.0,0,266.0
pca_leiden,1.0,17,200,388.0,6,1760.0
pca_leiden,1.0,18,200,524.0,1,1234.0
pca_leiden,1.0,19,127,127.0,1,1098.0
pca_leiden,1.0,2,200,206.0,0,846.0
pca_leiden,1.0,20,200,250.0,5,1120.0
pca_leiden,1.0,21,200,588.0,9,1986.0
pca_leiden,1.0,22,200,462.0,5,4514.0
pca_leiden,1.0,23,189,189.0,2,2314.0
pca_leiden,1.0,24,33,33.0,0,24.0
pca_leiden,1.0,25,200,407.0,0,2094.0
pca_leiden,1.0,26,200,230.0,2,629.0
pca_leiden,1.0,27,132,132.0,5,2041.0
pca_leiden,1.0,28,200,600.0,4,1674.0
pca_leiden,1.0,29,103,103.0,0,26.0
pca_leiden,1.0,3,162,162.0,2,427.0
pca_leiden,1.0,30,200,300.0,3,2193.0
pca_leiden,1.0,31,99,99.0,1,879.0
pca_leiden,1.0,32,200,303.0,1,434.0
pca_leiden,1.0,33,200,312.0,0,246.0
pca_leiden,1.0,4,124,124.0,2,49.0
pca_leiden,1.0,5,111,111.0,0,1281.0
pca_leiden,1.0,6,200,411.0,1,2911.0
pca_leiden,1.0,7,200,295.0,2,2546.0
pca_leiden,1.0,8,80,80.0,4,1506.0
pca_leiden,1.0,9,200,204.0,4,1877.0
pca_leiden,1.5,0,177,177.0,0,280.0
pca_leiden,1.5,1,200,260.0,1,375.0
pca_leiden,1.5,10,87,87.0,3,1163.0
pca_leiden,1.5,11,198,198.0,4,1859.0
pca_leiden,1.5,12,62,62.0,0,19.0
pca_leiden,1.5,13,200,348.0,0,946.0
pca_leiden,1.5,14,200,241.0,0,1817.0
pca_leiden,1.5,15,97,97.0,0,502.0
pca_leiden,1.5,16,200,407.0,0,2089.0
pca_leiden,1.5,17,200,647.0,0,1199.0
pca_leiden,1.5,18,133,133.0,2,86.0
pca_leiden,1.5,19,91,91.0,2,316.0
pca_leiden,1.5,2,200,200.0,0,848.0
pca_leiden,1.5,20,49,49.0,0,266.0
pca_leiden,1.5,21,200,527.0,1,1212.0
pca_leiden,1.5,22,200,388.0,6,1757.0
pca_leiden,1.5,23,179,179.0,2,2175.0
pca_leiden,1.5,24,107,107.0,0,890.0
pca_leiden,1.5,25,186,186.0,0,208.0
pca_leiden,1.5,26,200,252.0,5,1231.0
pca_leiden,1.5,27,200,595.0,9,2329.0
pca_leiden,1.5,28,200,436.0,5,2945.0
pca_leiden,1.5,29,200,396.0,5,1116.0
pca_leiden,1.5,3,169,169.0,2,426.0
pca_leiden,1.5,30,104,104.0,1,53.0
pca_leiden,1.5,31,78,78.0,0,110.0
pca_leiden,1.5,32,200,230.0,2,629.0
pca_leiden,1.5,33,130,130.0,5,2039.0
pca_leiden,1.5,34,200,583.0,4,1212.0
pca_leiden,1.5,35,200,532.0,4,476.0
pca_leiden,1.5,36,103,103.0,0,26.0
pca_leiden,1.5,37,124,124.0,2,49.0
pca_leiden,1.5,38,200,300.0,3,2188.0
pca_leiden,1.5,39,99,99.0,1,879.0
pca_leiden,1.5,4,52,52.0,0,25.0
pca_leiden,1.5,40,200,303.0,1,433.0
pca_leiden,1.5,41,117,117.0,2,62.0
pca_leiden,1.5,42,18,18.0,0,21.0
pca_leiden,1.5,43,33,33.0,0,25.0
pca_leiden,1.5,44,200,309.0,0,251.0
pca_leiden,1.5,5,108,108.0,0,1204.0
pca_leiden,1.5,6,127,127.0,0,1751.0
pca_leiden,1.5,7,199,199.0,3,2050.0
pca_leiden,1.5,8,75,75.0,3,1011.0
pca_leiden,1.5,9,200,425.0,0,1548.0
pca_leiden,2.0,0,179,179.0,0,285.0
pca_leiden,2.0,1,200,260.0,1,375.0
pca_leiden,2.0,10,200,646.0,0,1206.0
pca_leiden,2.0,11,71,71.0,3,1000.0
pca_leiden,2.0,12,200,426.0,0,1551.0
pca_leiden,2.0,13,82,82.0,3,1001.0
pca_leiden,2.0,14,103,103.0,1,749.0
pca_leiden,2.0,15,200,299.0,3,2186.0
pca_leiden,2.0,16,62,62.0,0,19.0
pca_leiden,2.0,17,200,242.0,0,1812.0
pca_leiden,2.0,18,96,96.0,0,497.0
pca_leiden,2.0,19,133,133.0,2,86.0
pca_leiden,2.0,2,200,203.0,0,840.0
pca_leiden,2.0,20,89,89.0,2,319.0
pca_leiden,2.0,21,49,49.0,0,266.0
pca_leiden,2.0,22,200,528.0,1,1208.0
pca_leiden,2.0,23,200,575.0,5,358.0
pca_leiden,2.0,24,200,402.0,5,1654.0
pca_leiden,2.0,25,55,55.0,5,106.0
pca_leiden,2.0,26,106,106.0,0,885.0
pca_leiden,2.0,27,188,188.0,0,211.0
pca_leiden,2.0,28,56,56.0,0,164.0
pca_leiden,2.0,29,117,117.0,5,879.0
pca_leiden,2.0,3,149,149.0,2,380.0
pca_leiden,2.0,30,200,391.0,5,1100.0
pca_leiden,2.0,31,200,592.0,9,2379.0
pca_leiden,2.0,32,200,429.0,5,2850.0
pca_leiden,2.0,33,200,356.0,6,53.0
pca_leiden,2.0,34,167,167.0,2,1977.0
pca_leiden,2.0,35,200,407.0,0,2092.0
pca_leiden,2.0,36,200,230.0,2,629.0
pca_leiden,2.0,37,86,86.0,4,1572.0
pca_leiden,2.0,38,200,585.0,4,1256.0
pca_leiden,2.0,39,200,530.0,4,449.0
pca_leiden,2.0,4,65,65.0,0,38.0
pca_leiden,2.0,40,107,107.0,2,14.0
pca_leiden,2.0,41,134,134.0,3,15.0
pca_leiden,2.0,42,103,103.0,0,26.0
pca_leiden,2.0,43,124,124.0,2,49.0
pca_leiden,2.0,44,99,99.0,1,881.0
pca_leiden,2.0,45,91,91.0,1,193.0
pca_leiden,2.0,46,200,303.0,1,434.0
pca_leiden,2.0,47,120,120.0,5,466.0
pca_leiden,2.0,48,112,112.0,1,65.0
pca_leiden,2.0,49,94,94.0,1,56.0
pca_leiden,2.0,5,189,189.0,4,1837.0
pca_leiden,2.0,50,18,18.0,0,21.0
pca_leiden,2.0,51,33,33.0,0,25.0
pca_leiden,2.0,52,200,309.0,0,251.0
pca_leiden,2.0,6,200,351.0,0,958.0
pca_leiden,2.0,7,197,197.0,3,2051.0
pca_leiden,2.0,8,64,64.0,0,579.0
pca_leiden,2.0,9,127,127.0,0,1743.0
pca_leiden,3.0,0,181,181.0,0,288.0
pca_leiden,3.0,1,200,258.0,1,374.0
pca_leiden,3.0,10,200,433.0,4,389.0
pca_leiden,3.0,11,125,125.0,0,1348.0
pca_leiden,3.0,12,191,191.0,4,531.0
pca_leiden,3.0,13,200,226.0,4,374.0
pca_leiden,3.0,14,106,106.0,1,756.0
pca_leiden,3.0,15,200,280.0,3,1903.0
pca_leiden,3.0,16,149,149.0,3,1515.0
pca_leiden,3.0,17,200,242.0,0,1807.0
pca_leiden,3.0,18,95,95.0,1,248.0
pca_leiden,3.0,19,37,37.0,0,218.0
pca_leiden,3.0,2,200,203.0,0,840.0
pca_leiden,3.0,20,187,187.0,2,1905.0
pca_leiden,3.0,21,66,66.0,2,737.0
pca_leiden,3.0,22,133,133.0,3,86.0
pca_leiden,3.0,23,89,89.0,2,320.0
pca_leiden,3.0,24,51,51.0,0,269.0
pca_leiden,3.0,25,200,496.0,1,1086.0
pca_leiden,3.0,26,175,175.0,5,905.0
pca_leiden,3.0,27,200,495.0,6,740.0
pca_leiden,3.0,28,106,106.0,0,884.0
pca_leiden,3.0,29,188,188.0,0,211.0
pca_leiden,3.0,3,148,148.0,3,398.0
pca_leiden,3.0,30,52,52.0,0,169.0
pca_leiden,3.0,31,52,52.0,5,117.0
pca_leiden,3.0,32,200,575.0,5,362.0
pca_leiden,3.0,33,200,426.0,5,2670.0
pca_leiden,3.0,34,200,547.0,8,1085.0
pca_leiden,3.0,35,200,535.0,9,1322.0
pca_leiden,3.0,36,200,399.0,5,1205.0
pca_leiden,3.0,37,200,360.0,6,54.0
pca_leiden,3.0,38,180,180.0,0,330.0
pca_leiden,3.0,39,155,155.0,2,1788.0
pca_leiden,3.0,4,65,65.0,0,38.0
pca_leiden,3.0,40,44,44.0,2,26.0
pca_leiden,3.0,41,186,186.0,2,95.0
pca_leiden,3.0,42,97,97.0,2,100.0
pca_leiden,3.0,43,17,17.0,0,23.0
pca_leiden,3.0,44,200,404.0,0,2072.0
pca_leiden,3.0,45,80,80.0,0,118.0
pca_leiden,3.0,46,200,230.0,2,629.0
pca_leiden,3.0,47,86,86.0,4,1559.0
pca_leiden,3.0,48,35,35.0,0,16.0
pca_leiden,3.0,49,200,577.0,4,1185.0
pca_leiden,3.0,5,134,134.0,3,15.0
pca_leiden,3.0,50,200,536.0,4,491.0
pca_leiden,3.0,51,200,466.0,4,437.0
pca_leiden,3.0,52,200,276.0,2,529.0
pca_leiden,3.0,53,200,265.0,2,355.0
pca_leiden,3.0,54,103,103.0,0,26.0
pca_leiden,3.0,55,124,124.0,2,49.0
pca_leiden,3.0,56,62,62.0,0,19.0
pca_leiden,3.0,57,200,228.0,4,279.0
pca_leiden,3.0,58,100,100.0,1,883.0
pca_leiden,3.0,59,200,303.0,1,434.0
pca_leiden,3.0,6,120,120.0,6,923.0
pca_leiden,3.0,60,200,293.0,1,636.0
pca_leiden,3.0,61,200,331.0,5,533.0
pca_leiden,3.0,62,118,118.0,5,476.0
pca_leiden,3.0,63,31,31.0,1,27.0
pca_leiden,3.0,64,200,309.0,0,251.0
pca_leiden,3.0,7,47,47.0,0,478.0
pca_leiden,3.0,8,200,647.0,0,1171.0
pca_leiden,3.0,9,76,76.0,3,989.0
drvi_axes,,DR 1+,200,,2,
drvi_axes,,DR 1-,200,,2,
drvi_axes,,DR 2+,200,,1,
drvi_axes,,DR 2-,200,,3,
drvi_axes,,DR 3+,200,,4,
drvi_axes,,DR 3-,200,,0,
drvi_axes,,DR 4+,200,,0,
drvi_axes,,DR 4-,200,,4,
drvi_axes,,DR 5+,200,,4,
drvi_axes,,DR 5-,200,,0,
drvi_axes,,DR 6+,200,,0,
drvi_axes,,DR 6-,200,,4,
drvi_axes,,DR 7+,200,,0,
drvi_axes,,DR 7-,200,,2,
drvi_axes,,DR 8+,200,,1,
drvi_axes,,DR 8-,200,,2,
drvi_axes,,DR 9+,200,,3,
drvi_axes,,DR 9-,200,,0,
drvi_axes,,DR 10+,200,,3,
drvi_axes,,DR 10-,200,,3,
drvi_axes,,DR 11+,200,,0,
drvi_axes,,DR 11-,200,,0,
drvi_axes,,DR 12+,200,,2,
drvi_axes,,DR 12-,200,,0,
drvi_axes,,DR 13+,200,,3,
drvi_axes,,DR 13-,200,,0,
drvi_axes,,DR 14+,200,,0,
drvi_axes,,DR 14-,200,,2,
drvi_axes,,DR 15+,200,,0,
drvi_axes,,DR 15-,200,,0,
drvi_axes,,DR 16+,200,,3,
drvi_axes,,DR 16-,200,,1,
drvi_axes,,DR 17+,200,,1,
drvi_axes,,DR 17-,200,,0,
drvi_axes,,DR 18+,200,,0,
drvi_axes,,DR 18-,200,,5,
drvi_axes,,DR 19+,200,,0,
drvi_axes,,DR 19-,200,,1,
drvi_axes,,DR 20+,200,,0,
drvi_axes,,DR 20-,200,,3,
drvi_axes,,DR 21+,200,,1,
drvi_axes,,DR 21-,200,,0,
drvi_axes,,DR 22+,200,,1,
drvi_axes,,DR 22-,200,,5,
drvi_axes,,DR 23+,200,,1,
drvi_axes,,DR 23-,200,,5,
drvi_axes,,DR 24+,200,,1,
drvi_axes,,DR 24-,200,,0,
drvi_axes,,DR 25+,200,,0,
drvi_axes,,DR 25-,200,,4,
drvi_axes,,DR 26+,200,,0,
drvi_axes,,DR 26-,200,,1,
drvi_axes,,DR 27+,200,,1,
drvi_axes,,DR 27-,200,,1,
drvi_axes,,DR 28+,200,,0,
drvi_axes,,DR 28-,200,,3,
drvi_axes,,DR 29+,200,,0,
drvi_axes,,DR 29-,200,,1,
drvi_axes,,DR 30+,200,,4,
drvi_axes,,DR 30-,200,,0,
drvi_axes,,DR 31+,200,,2,
drvi_axes,,DR 31-,200,,5,
drvi_axes,,DR 32+,200,,3,
drvi_axes,,DR 32-,200,,2,
drvi_axes,,DR 33+,200,,0,
drvi_axes,,DR 33-,200,,1,
drvi_axes,,DR 34+,200,,0,
drvi_axes,,DR 34-,200,,3,
drvi_axes,,DR 35+,200,,0,
drvi_axes,,DR 35-,200,,3,
drvi_axes,,DR 36+,200,,1,
drvi_axes,,DR 36-,200,,0,
drvi_axes,,DR 37+,200,,0,
drvi_axes,,DR 37-,200,,4,
drvi_axes,,DR 38+,200,,2,
drvi_axes,,DR 38-,200,,3,
drvi_axes,,DR 39+,200,,4,
drvi_axes,,DR 39-,200,,1,
drvi_axes,,DR 40+,200,,3,
drvi_axes,,DR 40-,200,,1,
drvi_axes,,DR 41+,200,,0,
drvi_axes,,DR 41-,200,,0,
drvi_axes,,DR 42+,200,,1,
drvi_axes,,DR 42-,200,,1,
drvi_axes,,DR 43+,200,,0,
drvi_axes,,DR 43-,200,,2,
drvi_axes,,DR 44+,200,,0,
drvi_axes,,DR 44-,200,,0,
drvi_axes,,DR 45+,200,,3,
drvi_axes,,DR 45-,200,,2,
drvi_axes,,DR 46+,200,,1,
drvi_axes,,DR 46-,200,,0,
drvi_axes,,DR 47+,200,,0,
drvi_axes,,DR 47-,200,,0,
drvi_axes,,DR 48+,200,,1,
drvi_axes,,DR 48-,200,,4,
drvi_axes,,DR 49+,200,,1,
drvi_axes,,DR 49-,200,,0,
drvi_axes,,DR 50+,200,,1,
drvi_axes,,DR 50-,200,,1,
drvi_axes,,DR 51+,200,,0,
drvi_axes,,DR 51-,200,,0,
drvi_axes,,DR 52+,200,,3,
drvi_axes,,DR 52-,200,,1,
drvi_axes,,DR 53+,200,,1,
drvi_axes,,DR 53-,200,,0,
drvi_axes,,DR 54+,200,,0,
drvi_axes,,DR 54-,200,,1,
drvi_axes,,DR 55+,200,,1,
drvi_axes,,DR 55-,200,,5,
drvi_axes,,DR 56+,200,,2,
drvi_axes,,DR 56-,200,,1,
drvi_axes,,DR 57+,200,,1,
drvi_axes,,DR 57-,200,,2,
drvi_axes,,DR 58+,200,,1,
drvi_axes,,DR 58-,200,,1,
drvi_axes,,DR 59+,200,,2,
drvi_axes,,DR 59-,200,,2,
drvi_axes,,DR 60+,200,,3,
drvi_axes,,DR 60-,200,,2,
drvi_axes,,DR 61+,200,,1,
drvi_axes,,DR 61-,200,,3,
drvi_axes,,DR 62+,200,,3,
drvi_axes,,DR 62-,200,,1,
drvi_axes,,DR 63+,200,,0,
drvi_axes,,DR 63-,200,,0,
drvi_axes,,DR 64+,200,,1,
drvi_axes,,DR 64-,200,,1,
drvi_axes_matched,,DR 1+,200,,2,
drvi_axes_matched,,DR 1-,200,,2,
drvi_axes_matched,,DR 2+,200,,1,
drvi_axes_matched,,DR 2-,200,,3,
drvi_axes_matched,,DR 3+,200,,4,
drvi_axes_matched,,DR 3-,200,,0,
drvi_axes_matched,,DR 4+,200,,0,
drvi_axes_matched,,DR 4-,200,,4,
drvi_axes_matched,,DR 5+,200,,4,
drvi_axes_matched,,DR 5-,200,,0,
drvi_axes_matched,,DR 6+,200,,0,
drvi_axes_matched,,DR 6-,200,,4,
drvi_axes_matched,,DR 7+,200,,0,
drvi_axes_matched,,DR 7-,200,,2,
drvi_axes_matched,,DR 8+,200,,1,
drvi_axes_matched,,DR 8-,200,,2,
drvi_axes_matched,,DR 9+,200,,3,
drvi_axes_matched,,DR 9-,200,,0,
drvi_axes_matched,,DR 10+,200,,3,
drvi_axes_matched,,DR 10-,200,,3,
drvi_axes_matched,,DR 11+,200,,0,
drvi_axes_matched,,DR 11-,200,,0,
drvi_axes_matched,,DR 12+,200,,3,
drvi_axes_matched,,DR 12-,200,,0,
drvi_axes_matched,,DR 13+,200,,4,
drvi_axes_matched,,DR 13-,200,,0,
drvi_axes_matched,,DR 14+,200,,0,
drvi_axes_matched,,DR 14-,200,,2,
drvi_axes_matched,,DR 15+,200,,0,
drvi_axes_matched,,DR 15-,200,,0,
drvi_axes_matched,,DR 16+,200,,3,
drvi_axes_matched,,DR 16-,200,,1,
drvi_axes_matched,,DR 17+,200,,1,
drvi_axes_matched,,DR 17-,200,,0,
drvi_axes_matched,,DR 18+,200,,1,
drvi_axes_matched,,DR 18-,200,,5,
drvi_axes_matched,,DR 19+,200,,0,
drvi_axes_matched,,DR 19-,200,,1,
drvi_axes_matched,,DR 20+,200,,0,
drvi_axes_matched,,DR 20-,200,,3,
drvi_axes_matched,,DR 21+,200,,1,
drvi_axes_matched,,DR 21-,200,,0,
drvi_axes_matched,,DR 22+,200,,1,
drvi_axes_matched,,DR 22-,200,,5,
drvi_axes_matched,,DR 23+,200,,1,
drvi_axes_matched,,DR 23-,200,,5,
drvi_axes_matched,,DR 24+,200,,1,
drvi_axes_matched,,DR 24-,200,,0,
drvi_axes_matched,,DR 25+,200,,0,
drvi_axes_matched,,DR 25-,200,,4,
drvi_axes_matched,,DR 26+,200,,0,
drvi_axes_matched,,DR 26-,200,,1,
drvi_axes_matched,,DR 27+,200,,1,
drvi_axes_matched,,DR 27-,200,,1,
drvi_axes_matched,,DR 28+,200,,0,
drvi_axes_matched,,DR 28-,200,,3,
drvi_axes_matched,,DR 29+,200,,0,
drvi_axes_matched,,DR 29-,200,,1,
drvi_axes_matched,,DR 30+,200,,4,
drvi_axes_matched,,DR 30-,200,,0,
drvi_axes_matched,,DR 31+,200,,2,
drvi_axes_matched,,DR 31-,200,,5,
drvi_axes_matched,,DR 32+,200,,3,
drvi_axes_matched,,DR 32-,200,,2,
drvi_axes_matched,,DR 33+,200,,0,
drvi_axes_matched,,DR 33-,200,,1,
drvi_axes_matched,,DR 34+,200,,0,
drvi_axes_matched,,DR 34-,200,,4,
drvi_axes_matched,,DR 35+,200,,0,
drvi_axes_matched,,DR 35-,200,,4,
drvi_axes_matched,,DR 36+,200,,2,
drvi_axes_matched,,DR 36-,200,,0,
drvi_axes_matched,,DR 37+,200,,0,
drvi_axes_matched,,DR 37-,200,,4,
drvi_axes_matched,,DR 38+,200,,2,
null_partition,1.0,0,0,0.0,0,4418.0
null_partition,1.0,1,0,0.0,0,742.0
null_partition,1.0,10,0,0.0,0,904.0
null_partition,1.0,11,0,0.0,0,493.0
null_partition,1.0,12,0,0.0,0,485.0
null_partition,1.0,13,0,0.0,0,420.0
null_partition,1.0,14,0,0.0,0,1008.0
null_partition,1.0,15,0,0.0,0,5364.0
null_partition,1.0,16,0,0.0,0,384.0
null_partition,1.0,17,0,0.0,0,1902.0
null_partition,1.0,18,0,0.0,0,890.0
null_partition,1.0,19,0,0.0,0,388.0
null_partition,1.0,2,0,0.0,0,821.0
null_partition,1.0,20,0,0.0,0,419.0
null_partition,1.0,21,0,0.0,0,476.0
null_partition,1.0,22,0,0.0,0,52.0
null_partition,1.0,3,0,0.0,0,3917.0
null_partition,1.0,4,0,0.0,0,5618.0
null_partition,1.0,5,0,0.0,0,2814.0
null_partition,1.0,6,0,0.0,0,3884.0
null_partition,1.0,7,0,0.0,0,2780.0
null_partition,1.0,8,0,0.0,0,3366.0
null_partition,1.0,9,0,0.0,0,551.0
