# factor_first_significant | collection gavish (pan-cancer malignant metaprograms (Gavish)) | DRVI run drvi_tum_64 | 05_4 - 05_8 signature interpretation
# CAVEAT: Cells are the aneuploid epithelium called by inferCNV in 05_1: a per-cohort THRESHOLD on a CNV score, not a validated clone assignment - no matched normal, no bulk WGS.
# CAVEAT: Cells no run covered (not_tested) were excluded rather than assumed normal, and 19 of the 29 cohorts of the epithelial compartment reach the 200-cell floor, so this is the tumour the call could reach in the patients with the most of it.
# CAVEAT: The CellTypist labels carried along (cell_type_01_4) come from a NORMAL breast atlas with no malignant class and are landmarks, never identities: every state reported here is a state of malignant epithelium, named by its genes and not by that label.
dimension,collection,Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,direction,dim,fdr_bh_global,significant
DR 1+,lab,gs_ind_0,MP12_EMT_1,42/46,1.7535633613080623e-39,4.734621075531769e-38,107.04696810375044,9552.782445715548,+,DR 1,2.020104992226888e-36,True
DR 1+,lab,gs_ind_0,MP13_EMT_2,10/38,0.003076349835210654,0.02553762020653618,3.42795966293687,19.82735812307964,+,DR 1,0.0406097117354485,True
DR 1+,lab,gs_ind_0,MP15_EMT_4,15/34,2.0080312776783308e-07,2.7108422248657467e-06,7.633768746976294,117.71989648311725,+,DR 1,1.4924206657325399e-05,True
DR 1+,lab,gs_ind_0,MP18_INTERFERON_MHC_II_2,10/39,0.0037833511417090637,0.02553762020653618,3.3098892299479514,18.459732555536906,+,DR 1,0.04727406897577188,True
DR 1+,hallmark,gs_ind_0,Angiogenesis,7/18,0.001098228404340707,0.005491142021703535,6.031344792719919,41.09792683634926,+,DR 1,0.019362244479736536,True
DR 1+,hallmark,gs_ind_0,Apical Junction,11/37,0.0006269497186846939,0.0036572066923273813,4.0636730223527655,29.968142742013214,+,DR 1,0.012346086767944742,True
DR 1+,hallmark,gs_ind_0,Coagulation,22/48,8.851238316223619e-11,1.5489667053391333e-09,8.440621531631521,195.3824829529356,+,DR 1,1.1996031223870128e-08,True
DR 1+,hallmark,gs_ind_0,Epithelial Mesenchymal Transition,53/112,3.371433062528665e-26,1.1800015718850328e-24,10.616180031334567,622.6588591089063,+,DR 1,1.7654049491059192e-23,True
DR 1+,hallmark,gs_ind_0,KRAS Signaling Up,18/78,0.00043243783643727565,0.00302706485506093,2.916268538435413,22.589625990451445,+,DR 1,0.009408420298768675,True
DR 1+,hallmark,gs_ind_0,Myogenesis,20/51,1.90681777320631e-08,2.2246207354073617e-07,6.379941080772106,113.40501566031575,+,DR 1,1.8537734259766067e-06,True
DR 1+,hallmark,gs_ind_0,UV Response Dn,12/31,1.841555527939586e-05,0.0001611361086947138,6.05828742433517,66.04935698143535,+,DR 1,0.0007411102365522627,True
DR 1-,lab,gs_ind_0,MP14_EMT_3,10/32,0.00071884446712456,0.008626133605494721,4.356780402449694,31.53379074881248,-,DR 1,0.01373314802864831,True
DR 1-,lab,gs_ind_0,MP21_RESPIRATION,4/5,0.00044837002986319467,0.008070660537537504,27.47328244274809,211.81603246804076,-,DR 1,0.009408420298768675,True
DR 1-,lab,gs_ind_0,MP3_CELL_CYCLE_HMG_RICH,5/11,0.002659499577535494,0.023935496197819445,7.766869958685816,46.054566494324,-,DR 1,0.036445847470429754,True
DR 1-,lab,gs_ind_0,MP7_STRESS_IN_VITRO,8/19,0.00024933949485229397,0.008070660537537504,6.871033314511576,57.006868824016905,-,DR 1,0.006312947210326212,True
