# factor_first_hallmark_significant | collection emt (epithelial-mesenchymal transition (EMT)) | DRVI run drvi_epicnv_64_nomt | 05_4 - 05_8 signature interpretation
# CAVEAT: Cells are the aneuploid epithelium called by inferCNV in 05_1: a per-cohort THRESHOLD on a CNV score, not a validated clone assignment - no matched normal, no bulk WGS.
# CAVEAT: Cells no run covered (not_tested) were excluded rather than assumed normal, and 19 of the 29 cohorts of the epithelial compartment reach the 200-cell floor, so this is the tumour the call could reach in the patients with the most of it.
# CAVEAT: The CellTypist labels carried along (cell_type_01_4) come from a NORMAL breast atlas with no malignant class and are landmarks, never identities: every state reported here is a state of malignant epithelium, named by its genes and not by that label.
dimension,collection,Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,direction,dim,fdr_bh_global,significant
DR 1+,hallmark,gs_ind_0,Androgen Response,7/20,0.002246635809414446,0.010983552846026179,5.132070054550675,31.29701252450603,+,DR 1,0.04350408623768691,True
DR 1+,hallmark,gs_ind_0,Apoptosis,17/55,1.1244547191791e-05,0.000123690019109701,4.36586574188754,49.75177857827408,+,DR 1,0.0005897140305028168,True
DR 1+,hallmark,gs_ind_0,Estrogen Response Early,28/45,4.095061886952686e-18,1.8018272302591819e-16,16.838012422360247,674.1392912224005,+,DR 1,1.2370362948106674e-15,True
DR 1+,hallmark,gs_ind_0,Estrogen Response Late,27/65,9.353591780498231e-12,2.0577901917096106e-10,7.256072457801564,184.26985171486788,+,DR 1,1.9091439223330443e-09,True
DR 1+,hallmark,gs_ind_0,Hypoxia,18/70,9.822526375860494e-05,0.0006174159436255168,3.376099151989563,31.15547723321834,+,DR 1,0.0037089859595249228,True
DR 1+,hallmark,gs_ind_0,TNF-alpha Signaling via NF-kB,27/93,1.0140179154642547e-07,1.4872262760142405e-06,4.134146605707352,66.57702073574727,+,DR 1,1.0635921246647294e-05,True
DR 1+,hallmark,gs_ind_0,UV Response Up,13/36,1.972636758902038e-05,0.00017359203478337936,5.445957446808511,58.999076046925126,+,DR 1,0.0009931568535485461,True
DR 1+,hallmark,gs_ind_0,Xenobiotic Metabolism,14/46,8.447779423923816e-05,0.0006174159436255168,4.230686739533924,39.67970336299856,+,DR 1,0.0032716733440755212,True
DR 1+,hallmark,gs_ind_0,p53 Pathway,12/44,0.000845081237822188,0.004647946808022034,3.6084472556621097,25.53365350308321,+,DR 1,0.020196371860864443,True
DR 1-,hallmark,gs_ind_0,Apical Surface,5/11,0.002659499577535494,0.018173247113159208,7.766869958685816,46.054566494324,-,DR 1,0.049347766116825675,True
DR 1-,hallmark,gs_ind_0,Hypoxia,19/70,2.7231470658490233e-05,0.00037216343233269987,3.6497632993661235,38.36316294767371,-,DR 1,0.0012866648014537153,True
DR 1-,hallmark,gs_ind_0,Interferon Alpha Response,20/40,9.237152085802203e-11,1.8936161775894516e-09,9.86426592797784,227.9158607993832,-,DR 1,1.647752253747698e-08,True
DR 1-,hallmark,gs_ind_0,Interferon Gamma Response,31/81,3.1405316411914153e-12,1.2876179728884803e-10,6.441864540436344,170.62327626583684,-,DR 1,6.588137487299324e-10,True
DR 1-,hallmark,gs_ind_0,TNF-alpha Signaling via NF-kB,19/93,0.0014977120488090597,0.01228123880023429,2.48982195351933,16.193345442284368,-,DR 1,0.032502072967258676,True
DR 1-,hallmark,gs_ind_0,p53 Pathway,12/44,0.000845081237822188,0.008662082687677427,3.6084472556621097,25.53365350308321,-,DR 1,0.020196371860864443,True
DR 2+,hallmark,gs_ind_0,Angiogenesis,7/18,0.001098228404340707,0.006040256223873889,6.031344792719919,41.09792683634926,+,DR 2,0.025056860754021207,True
DR 2+,hallmark,gs_ind_0,Coagulation,20/53,4.146335623371164e-08,6.841453778562421e-07,5.99226857402737,101.8593123900026,+,DR 2,4.970337559952227e-06,True
DR 2+,hallmark,gs_ind_0,Epithelial Mesenchymal Transition,54/123,1.0972829782344175e-24,3.6210338281735777e-23,9.268225010435337,511.3206067673379,+,DR 2,6.374370039712555e-22,True
DR 2+,hallmark,gs_ind_0,KRAS Signaling Up,19/76,9.466893273006641e-05,0.0007810186950230479,3.2577075098814228,30.183066222229723,+,DR 2,0.003629135938971886,True
DR 2+,hallmark,gs_ind_0,Myogenesis,18/57,4.323727728373058e-06,4.756100501210364e-05,4.520582625281776,55.83549091084182,+,DR 2,0.0002790836906382336,True
DR 2+,hallmark,gs_ind_0,UV Response Dn,11/35,0.0003665367959475713,0.0024191428532539705,4.400355392816757,34.81302289008058,+,DR 2,0.01134461427457401,True
