# gene_list_hits | collection gavish_tnbc (pan-cancer malignant metaprograms (Gavish, TNBC-relevant)) | run drvi_tum_64_nomt | recall of a signature collection by two pipelines on ONE set of cells: Leiden clusters vs DRVI decoder directions, identical ORA downstream | 05_10_pipeline_recall
# CAVEAT: Cells are the aneuploid epithelium called by inferCNV in 05_1: a per-cohort THRESHOLD on a CNV score, not a validated clone assignment - no matched normal, no bulk WGS.
# CAVEAT: Cells no run covered (not_tested) were excluded rather than assumed normal, and 19 of the 29 cohorts of the epithelial compartment reach the 200-cell floor, so this is the tumour the call could reach in the patients with the most of it.
# CAVEAT: The CellTypist labels carried along (cell_type_01_4) come from a NORMAL breast atlas with no malignant class and are landmarks, never identities: every state reported here is a state of malignant epithelium, named by its genes and not by that label.
arm,resolution,gene_list,n_genes_in_list,n_de_genes,n_signatures_hit,n_cells
pca_leiden,0.2,6,200,293.0,7,2561.0
pca_leiden,0.2,7,200,559.0,4,3622.0
pca_leiden,0.2,8,62,62.0,4,19.0
pca_leiden,0.2,9,200,351.0,6,1017.0
pca_leiden,0.4,0,200,299.0,1,735.0
pca_leiden,0.4,1,200,357.0,2,2746.0
pca_leiden,0.4,10,200,242.0,3,1816.0
pca_leiden,0.4,11,200,215.0,4,464.0
pca_leiden,0.4,12,49,49.0,6,265.0
pca_leiden,0.4,13,126,126.0,0,1095.0
pca_leiden,0.4,14,200,563.0,11,7619.0
pca_leiden,0.4,15,184,184.0,6,2338.0
pca_leiden,0.4,16,200,401.0,5,2370.0
pca_leiden,0.4,17,200,230.0,5,629.0
pca_leiden,0.4,18,131,131.0,7,2049.0
pca_leiden,0.4,19,200,363.0,6,995.0
pca_leiden,0.4,2,200,207.0,3,845.0
pca_leiden,0.4,20,124,124.0,7,49.0
pca_leiden,0.4,21,103,103.0,7,26.0
pca_leiden,0.4,22,200,287.0,9,2254.0
pca_leiden,0.4,23,200,303.0,8,433.0
pca_leiden,0.4,3,200,298.0,5,6091.0
pca_leiden,0.4,4,200,374.0,6,1849.0
pca_leiden,0.4,5,65,65.0,2,38.0
pca_leiden,0.4,6,109,109.0,1,1220.0
pca_leiden,0.4,7,200,293.0,7,2551.0
pca_leiden,0.4,8,200,557.0,4,3600.0
pca_leiden,0.4,9,62,62.0,4,19.0
pca_leiden,0.6,0,200,290.0,2,662.0
pca_leiden,0.6,1,200,207.0,3,845.0
pca_leiden,0.6,10,200,242.0,3,1819.0
pca_leiden,0.6,11,200,211.0,4,469.0
pca_leiden,0.6,12,133,133.0,5,86.0
pca_leiden,0.6,13,71,71.0,3,580.0
pca_leiden,0.6,14,200,372.0,7,1852.0
pca_leiden,0.6,15,65,65.0,2,38.0
pca_leiden,0.6,16,126,126.0,0,1103.0
pca_leiden,0.6,17,200,499.0,9,2066.0
pca_leiden,0.6,18,200,510.0,11,5554.0
pca_leiden,0.6,19,184,184.0,6,2341.0
pca_leiden,0.6,2,200,245.0,2,220.0
pca_leiden,0.6,20,200,402.0,5,2368.0
pca_leiden,0.6,21,200,230.0,5,629.0
pca_leiden,0.6,22,132,132.0,7,2041.0
pca_leiden,0.6,23,200,603.0,4,1685.0
pca_leiden,0.6,24,103,103.0,7,26.0
pca_leiden,0.6,25,200,300.0,9,2193.0
pca_leiden,0.6,26,100,100.0,5,878.0
pca_leiden,0.6,27,200,303.0,8,433.0
pca_leiden,0.6,3,200,346.0,6,963.0
pca_leiden,0.6,4,200,322.0,6,5121.0
pca_leiden,0.6,5,109,109.0,3,1282.0
pca_leiden,0.6,6,200,293.0,7,2558.0
pca_leiden,0.6,7,200,381.0,3,2395.0
pca_leiden,0.6,8,195,195.0,3,1870.0
pca_leiden,0.6,9,62,62.0,4,19.0
pca_leiden,0.8,0,200,291.0,1,650.0
pca_leiden,0.8,1,200,206.0,3,853.0
pca_leiden,0.8,10,200,293.0,7,2552.0
pca_leiden,0.8,11,200,241.0,3,1818.0
pca_leiden,0.8,12,196,196.0,3,1866.0
pca_leiden,0.8,13,200,215.0,4,464.0
pca_leiden,0.8,14,133,133.0,5,86.0
pca_leiden,0.8,15,200,388.0,7,1763.0
pca_leiden,0.8,16,126,126.0,0,1096.0
pca_leiden,0.8,17,200,496.0,9,2118.0
pca_leiden,0.8,18,200,513.0,11,5500.0
pca_leiden,0.8,19,184,184.0,6,2339.0
pca_leiden,0.8,2,155,155.0,2,398.0
pca_leiden,0.8,20,200,401.0,5,2372.0
pca_leiden,0.8,21,200,230.0,5,629.0
pca_leiden,0.8,22,132,132.0,7,2042.0
pca_leiden,0.8,23,200,602.0,4,1687.0
pca_leiden,0.8,24,103,103.0,7,26.0
pca_leiden,0.8,25,124,124.0,7,49.0
pca_leiden,0.8,26,62,62.0,4,19.0
pca_leiden,0.8,27,200,288.0,9,2251.0
pca_leiden,0.8,28,98,98.0,5,879.0
pca_leiden,0.8,29,200,303.0,7,434.0
pca_leiden,0.8,3,200,357.0,6,987.0
pca_leiden,0.8,4,110,110.0,1,1224.0
pca_leiden,0.8,5,200,395.0,3,2216.0
pca_leiden,0.8,6,62,62.0,0,510.0
pca_leiden,0.8,7,49,49.0,6,267.0
pca_leiden,0.8,8,200,222.0,5,3808.0
pca_leiden,0.8,9,200,645.0,7,1193.0
pca_leiden,1.0,0,179,179.0,3,281.0
pca_leiden,1.0,1,200,257.0,1,368.0
pca_leiden,1.0,10,200,345.0,6,963.0
pca_leiden,1.0,11,62,62.0,4,19.0
pca_leiden,1.0,12,200,242.0,3,1817.0
pca_leiden,1.0,13,97,97.0,0,500.0
pca_leiden,1.0,14,199,199.0,5,2087.0
pca_leiden,1.0,15,133,133.0,5,86.0
pca_leiden,1.0,16,49,49.0,6,266.0
pca_leiden,1.0,17,200,388.0,7,1760.0
pca_leiden,1.0,18,200,524.0,5,1234.0
pca_leiden,1.0,19,127,127.0,0,1098.0
pca_leiden,1.0,2,200,206.0,3,846.0
pca_leiden,1.0,20,200,250.0,7,1120.0
pca_leiden,1.0,21,200,588.0,9,1986.0
pca_leiden,1.0,22,200,462.0,10,4514.0
pca_leiden,1.0,23,189,189.0,6,2314.0
pca_leiden,1.0,24,33,33.0,6,24.0
pca_leiden,1.0,25,200,407.0,6,2094.0
pca_leiden,1.0,26,200,230.0,5,629.0
pca_leiden,1.0,27,132,132.0,7,2041.0
pca_leiden,1.0,28,200,600.0,4,1674.0
pca_leiden,1.0,29,103,103.0,7,26.0
pca_leiden,1.0,3,162,162.0,2,427.0
pca_leiden,1.0,30,200,300.0,9,2193.0
pca_leiden,1.0,31,99,99.0,5,879.0
pca_leiden,1.0,32,200,303.0,7,434.0
pca_leiden,1.0,33,200,312.0,6,246.0
pca_leiden,1.0,4,124,124.0,7,49.0
pca_leiden,1.0,5,111,111.0,3,1281.0
pca_leiden,1.0,6,200,411.0,5,2911.0
pca_leiden,1.0,7,200,295.0,7,2546.0
pca_leiden,1.0,8,80,80.0,5,1506.0
pca_leiden,1.0,9,200,204.0,3,1877.0
pca_leiden,1.5,0,177,177.0,3,280.0
pca_leiden,1.5,1,200,260.0,1,375.0
pca_leiden,1.5,10,87,87.0,6,1163.0
pca_leiden,1.5,11,198,198.0,3,1859.0
pca_leiden,1.5,12,62,62.0,4,19.0
pca_leiden,1.5,13,200,348.0,6,946.0
pca_leiden,1.5,14,200,241.0,3,1817.0
pca_leiden,1.5,15,97,97.0,1,502.0
pca_leiden,1.5,16,200,407.0,6,2089.0
pca_leiden,1.5,17,200,647.0,7,1199.0
pca_leiden,1.5,18,133,133.0,5,86.0
pca_leiden,1.5,19,91,91.0,2,316.0
pca_leiden,1.5,2,200,200.0,3,848.0
pca_leiden,1.5,20,49,49.0,6,266.0
pca_leiden,1.5,21,200,527.0,4,1212.0
pca_leiden,1.5,22,200,388.0,7,1757.0
pca_leiden,1.5,23,179,179.0,7,2175.0
pca_leiden,1.5,24,107,107.0,0,890.0
pca_leiden,1.5,25,186,186.0,5,208.0
pca_leiden,1.5,26,200,252.0,7,1231.0
pca_leiden,1.5,27,200,595.0,9,2329.0
pca_leiden,1.5,28,200,436.0,9,2945.0
pca_leiden,1.5,29,200,396.0,10,1116.0
pca_leiden,1.5,3,169,169.0,2,426.0
pca_leiden,1.5,30,104,104.0,7,53.0
pca_leiden,1.5,31,78,78.0,1,110.0
pca_leiden,1.5,32,200,230.0,5,629.0
pca_leiden,1.5,33,130,130.0,7,2039.0
pca_leiden,1.5,34,200,583.0,5,1212.0
pca_leiden,1.5,35,200,532.0,3,476.0
pca_leiden,1.5,36,103,103.0,7,26.0
pca_leiden,1.5,37,124,124.0,7,49.0
pca_leiden,1.5,38,200,300.0,9,2188.0
pca_leiden,1.5,39,99,99.0,5,879.0
pca_leiden,1.5,4,52,52.0,2,25.0
pca_leiden,1.5,40,200,303.0,8,433.0
pca_leiden,1.5,41,117,117.0,6,62.0
pca_leiden,1.5,42,18,18.0,1,21.0
pca_leiden,1.5,43,33,33.0,5,25.0
pca_leiden,1.5,44,200,309.0,6,251.0
pca_leiden,1.5,5,108,108.0,2,1204.0
pca_leiden,1.5,6,127,127.0,3,1751.0
pca_leiden,1.5,7,199,199.0,6,2050.0
pca_leiden,1.5,8,75,75.0,7,1011.0
pca_leiden,1.5,9,200,425.0,8,1548.0
pca_leiden,2.0,0,179,179.0,3,285.0
pca_leiden,2.0,1,200,260.0,1,375.0
pca_leiden,2.0,10,200,646.0,7,1206.0
pca_leiden,2.0,11,71,71.0,7,1000.0
pca_leiden,2.0,12,200,426.0,8,1551.0
pca_leiden,2.0,13,82,82.0,6,1001.0
pca_leiden,2.0,14,103,103.0,5,749.0
pca_leiden,2.0,15,200,299.0,9,2186.0
pca_leiden,2.0,16,62,62.0,4,19.0
pca_leiden,2.0,17,200,242.0,3,1812.0
pca_leiden,2.0,18,96,96.0,0,497.0
pca_leiden,2.0,19,133,133.0,5,86.0
pca_leiden,2.0,2,200,203.0,3,840.0
pca_leiden,2.0,20,89,89.0,2,319.0
pca_leiden,2.0,21,49,49.0,7,266.0
pca_leiden,2.0,22,200,528.0,4,1208.0
pca_leiden,2.0,23,200,575.0,8,358.0
pca_leiden,2.0,24,200,402.0,7,1654.0
pca_leiden,2.0,25,55,55.0,6,106.0
pca_leiden,2.0,26,106,106.0,0,885.0
pca_leiden,2.0,27,188,188.0,5,211.0
pca_leiden,2.0,28,56,56.0,2,164.0
pca_leiden,2.0,29,117,117.0,8,879.0
pca_leiden,2.0,3,149,149.0,2,380.0
pca_leiden,2.0,30,200,391.0,9,1100.0
pca_leiden,2.0,31,200,592.0,9,2379.0
pca_leiden,2.0,32,200,429.0,9,2850.0
pca_leiden,2.0,33,200,356.0,11,53.0
pca_leiden,2.0,34,167,167.0,5,1977.0
pca_leiden,2.0,35,200,407.0,6,2092.0
pca_leiden,2.0,36,200,230.0,5,629.0
pca_leiden,2.0,37,86,86.0,6,1572.0
pca_leiden,2.0,38,200,585.0,6,1256.0
pca_leiden,2.0,39,200,530.0,3,449.0
pca_leiden,2.0,4,65,65.0,2,38.0
pca_leiden,2.0,40,107,107.0,4,14.0
pca_leiden,2.0,41,134,134.0,6,15.0
pca_leiden,2.0,42,103,103.0,7,26.0
pca_leiden,2.0,43,124,124.0,7,49.0
pca_leiden,2.0,44,99,99.0,4,881.0
pca_leiden,2.0,45,91,91.0,8,193.0
pca_leiden,2.0,46,200,303.0,7,434.0
pca_leiden,2.0,47,120,120.0,9,466.0
pca_leiden,2.0,48,112,112.0,5,65.0
pca_leiden,2.0,49,94,94.0,8,56.0
pca_leiden,2.0,5,189,189.0,3,1837.0
pca_leiden,2.0,50,18,18.0,1,21.0
pca_leiden,2.0,51,33,33.0,5,25.0
pca_leiden,2.0,52,200,309.0,6,251.0
pca_leiden,2.0,6,200,351.0,6,958.0
pca_leiden,2.0,7,197,197.0,7,2051.0
pca_leiden,2.0,8,64,64.0,1,579.0
pca_leiden,2.0,9,127,127.0,3,1743.0
pca_leiden,3.0,0,181,181.0,3,288.0
pca_leiden,3.0,1,200,258.0,1,374.0
pca_leiden,3.0,10,200,433.0,6,389.0
pca_leiden,3.0,11,125,125.0,4,1348.0
pca_leiden,3.0,12,191,191.0,3,531.0
pca_leiden,3.0,13,200,226.0,4,374.0
pca_leiden,3.0,14,106,106.0,4,756.0
pca_leiden,3.0,15,200,280.0,9,1903.0
pca_leiden,3.0,16,149,149.0,3,1515.0
pca_leiden,3.0,17,200,242.0,3,1807.0
pca_leiden,3.0,18,95,95.0,6,248.0
pca_leiden,3.0,19,37,37.0,0,218.0
pca_leiden,3.0,2,200,203.0,3,840.0
pca_leiden,3.0,20,187,187.0,7,1905.0
pca_leiden,3.0,21,66,66.0,4,737.0
pca_leiden,3.0,22,133,133.0,5,86.0
pca_leiden,3.0,23,89,89.0,2,320.0
pca_leiden,3.0,24,51,51.0,6,269.0
pca_leiden,3.0,25,200,496.0,5,1086.0
pca_leiden,3.0,26,175,175.0,5,905.0
pca_leiden,3.0,27,200,495.0,6,740.0
pca_leiden,3.0,28,106,106.0,0,884.0
pca_leiden,3.0,29,188,188.0,5,211.0
pca_leiden,3.0,3,148,148.0,2,398.0
pca_leiden,3.0,30,52,52.0,2,169.0
pca_leiden,3.0,31,52,52.0,6,117.0
pca_leiden,3.0,32,200,575.0,7,362.0
pca_leiden,3.0,33,200,426.0,9,2670.0
pca_leiden,3.0,34,200,547.0,11,1085.0
pca_leiden,3.0,35,200,535.0,9,1322.0
pca_leiden,3.0,36,200,399.0,10,1205.0
pca_leiden,3.0,37,200,360.0,11,54.0
pca_leiden,3.0,38,180,180.0,3,330.0
pca_leiden,3.0,39,155,155.0,6,1788.0
pca_leiden,3.0,4,65,65.0,2,38.0
pca_leiden,3.0,40,44,44.0,6,26.0
pca_leiden,3.0,41,186,186.0,8,95.0
pca_leiden,3.0,42,97,97.0,6,100.0
pca_leiden,3.0,43,17,17.0,1,23.0
pca_leiden,3.0,44,200,404.0,6,2072.0
pca_leiden,3.0,45,80,80.0,1,118.0
pca_leiden,3.0,46,200,230.0,5,629.0
pca_leiden,3.0,47,86,86.0,6,1559.0
pca_leiden,3.0,48,35,35.0,1,16.0
pca_leiden,3.0,49,200,577.0,6,1185.0
pca_leiden,3.0,5,134,134.0,6,15.0
pca_leiden,3.0,50,200,536.0,3,491.0
pca_leiden,3.0,51,200,466.0,6,437.0
pca_leiden,3.0,52,200,276.0,6,529.0
pca_leiden,3.0,53,200,265.0,7,355.0
pca_leiden,3.0,54,103,103.0,7,26.0
pca_leiden,3.0,55,124,124.0,7,49.0
pca_leiden,3.0,56,62,62.0,4,19.0
pca_leiden,3.0,57,200,228.0,6,279.0
pca_leiden,3.0,58,100,100.0,4,883.0
pca_leiden,3.0,59,200,303.0,7,434.0
pca_leiden,3.0,6,120,120.0,8,923.0
pca_leiden,3.0,60,200,293.0,9,636.0
pca_leiden,3.0,61,200,331.0,13,533.0
pca_leiden,3.0,62,118,118.0,9,476.0
pca_leiden,3.0,63,31,31.0,6,27.0
pca_leiden,3.0,64,200,309.0,6,251.0
pca_leiden,3.0,7,47,47.0,1,478.0
pca_leiden,3.0,8,200,647.0,8,1171.0
pca_leiden,3.0,9,76,76.0,7,989.0
drvi_axes,,DR 1+,200,,3,
drvi_axes,,DR 1-,200,,5,
drvi_axes,,DR 2+,200,,1,
drvi_axes,,DR 2-,200,,2,
drvi_axes,,DR 3+,200,,3,
drvi_axes,,DR 3-,200,,3,
drvi_axes,,DR 4+,200,,0,
drvi_axes,,DR 4-,200,,13,
drvi_axes,,DR 5+,200,,3,
drvi_axes,,DR 5-,200,,6,
drvi_axes,,DR 6+,200,,0,
drvi_axes,,DR 6-,200,,4,
drvi_axes,,DR 7+,200,,0,
drvi_axes,,DR 7-,200,,2,
drvi_axes,,DR 8+,200,,8,
drvi_axes,,DR 8-,200,,1,
drvi_axes,,DR 9+,200,,5,
drvi_axes,,DR 9-,200,,5,
drvi_axes,,DR 10+,200,,7,
drvi_axes,,DR 10-,200,,8,
drvi_axes,,DR 11+,200,,0,
drvi_axes,,DR 11-,200,,9,
drvi_axes,,DR 12+,200,,5,
drvi_axes,,DR 12-,200,,1,
drvi_axes,,DR 13+,200,,2,
drvi_axes,,DR 13-,200,,8,
drvi_axes,,DR 14+,200,,5,
drvi_axes,,DR 14-,200,,6,
drvi_axes,,DR 15+,200,,0,
drvi_axes,,DR 15-,200,,3,
drvi_axes,,DR 16+,200,,8,
drvi_axes,,DR 16-,200,,1,
drvi_axes,,DR 17+,200,,3,
drvi_axes,,DR 17-,200,,6,
drvi_axes,,DR 18+,200,,3,
drvi_axes,,DR 18-,200,,7,
drvi_axes,,DR 19+,200,,2,
drvi_axes,,DR 19-,200,,7,
drvi_axes,,DR 20+,200,,8,
drvi_axes,,DR 20-,200,,2,
drvi_axes,,DR 21+,200,,8,
drvi_axes,,DR 21-,200,,3,
drvi_axes,,DR 22+,200,,8,
drvi_axes,,DR 22-,200,,0,
drvi_axes,,DR 23+,200,,4,
drvi_axes,,DR 23-,200,,8,
drvi_axes,,DR 24+,200,,4,
drvi_axes,,DR 24-,200,,1,
drvi_axes,,DR 25+,200,,2,
drvi_axes,,DR 25-,200,,3,
drvi_axes,,DR 26+,200,,2,
drvi_axes,,DR 26-,200,,6,
drvi_axes,,DR 27+,200,,3,
drvi_axes,,DR 27-,200,,4,
drvi_axes,,DR 28+,200,,7,
drvi_axes,,DR 28-,200,,2,
drvi_axes,,DR 29+,200,,0,
drvi_axes,,DR 29-,200,,7,
drvi_axes,,DR 30+,200,,6,
drvi_axes,,DR 30-,200,,2,
drvi_axes,,DR 31+,200,,3,
drvi_axes,,DR 31-,200,,8,
drvi_axes,,DR 32+,200,,5,
drvi_axes,,DR 32-,200,,3,
drvi_axes,,DR 33+,200,,0,
drvi_axes,,DR 33-,200,,5,
drvi_axes,,DR 34+,200,,0,
drvi_axes,,DR 34-,200,,6,
drvi_axes,,DR 35+,200,,0,
drvi_axes,,DR 35-,200,,8,
drvi_axes,,DR 36+,200,,4,
drvi_axes,,DR 36-,200,,4,
drvi_axes,,DR 37+,200,,4,
drvi_axes,,DR 37-,200,,3,
drvi_axes,,DR 38+,200,,3,
drvi_axes,,DR 38-,200,,3,
drvi_axes,,DR 39+,200,,6,
drvi_axes,,DR 39-,200,,5,
drvi_axes,,DR 40+,200,,4,
drvi_axes,,DR 40-,200,,5,
drvi_axes,,DR 41+,200,,0,
drvi_axes,,DR 41-,200,,6,
drvi_axes,,DR 42+,200,,3,
drvi_axes,,DR 42-,200,,8,
drvi_axes,,DR 43+,200,,1,
drvi_axes,,DR 43-,200,,3,
drvi_axes,,DR 44+,200,,1,
drvi_axes,,DR 44-,200,,6,
drvi_axes,,DR 45+,200,,2,
drvi_axes,,DR 45-,200,,3,
drvi_axes,,DR 46+,200,,3,
drvi_axes,,DR 46-,200,,2,
drvi_axes,,DR 47+,200,,3,
drvi_axes,,DR 47-,200,,5,
drvi_axes,,DR 48+,200,,0,
drvi_axes,,DR 48-,200,,6,
drvi_axes,,DR 49+,200,,3,
drvi_axes,,DR 49-,200,,5,
drvi_axes,,DR 50+,200,,4,
drvi_axes,,DR 50-,200,,3,
drvi_axes,,DR 51+,200,,1,
drvi_axes,,DR 51-,200,,5,
drvi_axes,,DR 52+,200,,3,
drvi_axes,,DR 52-,200,,3,
drvi_axes,,DR 53+,200,,1,
drvi_axes,,DR 53-,200,,4,
drvi_axes,,DR 54+,200,,2,
drvi_axes,,DR 54-,200,,1,
drvi_axes,,DR 55+,200,,2,
drvi_axes,,DR 55-,200,,3,
drvi_axes,,DR 56+,200,,0,
drvi_axes,,DR 56-,200,,2,
drvi_axes,,DR 57+,200,,5,
drvi_axes,,DR 57-,200,,4,
drvi_axes,,DR 58+,200,,5,
drvi_axes,,DR 58-,200,,4,
drvi_axes,,DR 59+,200,,1,
drvi_axes,,DR 59-,200,,4,
drvi_axes,,DR 60+,200,,7,
drvi_axes,,DR 60-,200,,3,
drvi_axes,,DR 61+,200,,2,
drvi_axes,,DR 61-,200,,4,
drvi_axes,,DR 62+,200,,4,
drvi_axes,,DR 62-,200,,6,
drvi_axes,,DR 63+,200,,4,
drvi_axes,,DR 63-,200,,4,
drvi_axes,,DR 64+,200,,4,
drvi_axes,,DR 64-,200,,7,
drvi_axes_matched,,DR 1+,200,,3,
drvi_axes_matched,,DR 1-,200,,5,
drvi_axes_matched,,DR 2+,200,,1,
drvi_axes_matched,,DR 2-,200,,2,
drvi_axes_matched,,DR 3+,200,,3,
drvi_axes_matched,,DR 3-,200,,3,
drvi_axes_matched,,DR 4+,200,,0,
drvi_axes_matched,,DR 4-,200,,13,
drvi_axes_matched,,DR 5+,200,,3,
drvi_axes_matched,,DR 5-,200,,6,
drvi_axes_matched,,DR 6+,200,,0,
drvi_axes_matched,,DR 6-,200,,4,
drvi_axes_matched,,DR 7+,200,,0,
drvi_axes_matched,,DR 7-,200,,2,
drvi_axes_matched,,DR 8+,200,,8,
drvi_axes_matched,,DR 8-,200,,1,
drvi_axes_matched,,DR 9+,200,,5,
drvi_axes_matched,,DR 9-,200,,5,
drvi_axes_matched,,DR 10+,200,,7,
drvi_axes_matched,,DR 10-,200,,8,
drvi_axes_matched,,DR 11+,200,,0,
drvi_axes_matched,,DR 11-,200,,9,
drvi_axes_matched,,DR 12+,200,,5,
drvi_axes_matched,,DR 12-,200,,1,
drvi_axes_matched,,DR 13+,200,,2,
drvi_axes_matched,,DR 13-,200,,8,
drvi_axes_matched,,DR 14+,200,,5,
drvi_axes_matched,,DR 14-,200,,6,
drvi_axes_matched,,DR 15+,200,,0,
drvi_axes_matched,,DR 15-,200,,3,
drvi_axes_matched,,DR 16+,200,,8,
drvi_axes_matched,,DR 16-,200,,1,
drvi_axes_matched,,DR 17+,200,,3,
drvi_axes_matched,,DR 17-,200,,6,
drvi_axes_matched,,DR 18+,200,,3,
drvi_axes_matched,,DR 18-,200,,7,
drvi_axes_matched,,DR 19+,200,,2,
drvi_axes_matched,,DR 19-,200,,7,
drvi_axes_matched,,DR 20+,200,,8,
drvi_axes_matched,,DR 20-,200,,2,
drvi_axes_matched,,DR 21+,200,,8,
drvi_axes_matched,,DR 21-,200,,3,
drvi_axes_matched,,DR 22+,200,,8,
drvi_axes_matched,,DR 22-,200,,0,
drvi_axes_matched,,DR 23+,200,,4,
drvi_axes_matched,,DR 23-,200,,8,
drvi_axes_matched,,DR 24+,200,,4,
drvi_axes_matched,,DR 24-,200,,1,
drvi_axes_matched,,DR 25+,200,,2,
drvi_axes_matched,,DR 25-,200,,3,
drvi_axes_matched,,DR 26+,200,,2,
drvi_axes_matched,,DR 26-,200,,6,
drvi_axes_matched,,DR 27+,200,,3,
drvi_axes_matched,,DR 27-,200,,4,
drvi_axes_matched,,DR 28+,200,,7,
drvi_axes_matched,,DR 28-,200,,2,
drvi_axes_matched,,DR 29+,200,,0,
drvi_axes_matched,,DR 29-,200,,7,
drvi_axes_matched,,DR 30+,200,,6,
drvi_axes_matched,,DR 30-,200,,2,
drvi_axes_matched,,DR 31+,200,,3,
drvi_axes_matched,,DR 31-,200,,8,
drvi_axes_matched,,DR 32+,200,,5,
drvi_axes_matched,,DR 32-,200,,3,
drvi_axes_matched,,DR 33+,200,,0,
drvi_axes_matched,,DR 33-,200,,5,
drvi_axes_matched,,DR 34+,200,,0,
drvi_axes_matched,,DR 34-,200,,6,
drvi_axes_matched,,DR 35+,200,,0,
drvi_axes_matched,,DR 35-,200,,8,
drvi_axes_matched,,DR 36+,200,,4,
drvi_axes_matched,,DR 36-,200,,4,
drvi_axes_matched,,DR 37+,200,,4,
drvi_axes_matched,,DR 37-,200,,3,
drvi_axes_matched,,DR 38+,200,,3,
null_partition,1.0,0,0,0.0,0,4418.0
null_partition,1.0,1,0,0.0,0,742.0
null_partition,1.0,10,0,0.0,0,904.0
null_partition,1.0,11,0,0.0,0,493.0
null_partition,1.0,12,0,0.0,0,485.0
null_partition,1.0,13,0,0.0,0,420.0
null_partition,1.0,14,0,0.0,0,1008.0
null_partition,1.0,15,0,0.0,0,5364.0
null_partition,1.0,16,0,0.0,0,384.0
null_partition,1.0,17,0,0.0,0,1902.0
null_partition,1.0,18,0,0.0,0,890.0
null_partition,1.0,19,0,0.0,0,388.0
null_partition,1.0,2,0,0.0,0,821.0
null_partition,1.0,20,0,0.0,0,419.0
null_partition,1.0,21,0,0.0,0,476.0
null_partition,1.0,22,0,0.0,0,52.0
null_partition,1.0,3,0,0.0,0,3917.0
null_partition,1.0,4,0,0.0,0,5618.0
null_partition,1.0,5,0,0.0,0,2814.0
null_partition,1.0,6,0,0.0,0,3884.0
null_partition,1.0,7,0,0.0,0,2780.0
null_partition,1.0,8,0,0.0,0,3366.0
null_partition,1.0,9,0,0.0,0,551.0
