# ora_all_pairs | collection gavish_tnbc (pan-cancer malignant metaprograms (Gavish, TNBC-relevant)) | run drvi_tum_64_nomt | recall of a signature collection by two pipelines on ONE set of cells: Leiden clusters vs DRVI decoder directions, identical ORA downstream | 05_10_pipeline_recall
# CAVEAT: Cells are the aneuploid epithelium called by inferCNV in 05_1: a per-cohort THRESHOLD on a CNV score, not a validated clone assignment - no matched normal, no bulk WGS.
# CAVEAT: Cells no run covered (not_tested) were excluded rather than assumed normal, and 19 of the 29 cohorts of the epithelial compartment reach the 200-cell floor, so this is the tumour the call could reach in the patients with the most of it.
# CAVEAT: The CellTypist labels carried along (cell_type_01_4) come from a NORMAL breast atlas with no malignant class and are landmarks, never identities: every state reported here is a state of malignant epithelium, named by its genes and not by that label.
gene_list,Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,arm,resolution,fdr_bh,significant
0,gs_ind_0,MP10_PROTEIN_MATURATION,10/15,1.5524585094860313e-07,3.62240318880074e-07,17.993557623478882,282.10759991893116,harmony_leiden,0.2,1.0556717864505013e-06,True
0,gs_ind_0,MP12_EMT_1,6/45,0.2910444951125149,0.2910444951125149,1.4903192216328789,1.8394698964014418,harmony_leiden,0.2,0.5708949711822408,False
0,gs_ind_0,MP13_EMT_2,8/41,0.04588238556341794,0.04941179983752701,2.329715061058345,7.179422313266828,harmony_leiden,0.2,0.13764715669025385,False
0,gs_ind_0,MP14_EMT_3,20/32,3.131585081588694e-13,1.4614063714080573e-12,16.250083102493075,467.8734800891234,harmony_leiden,0.2,5.32369463870078e-12,True
0,gs_ind_0,MP15_EMT_4,10/32,0.00071884446712456,0.000914892958158531,4.356780402449694,31.53379074881248,harmony_leiden,0.2,0.0030550889852793803,True
0,gs_ind_0,MP17_INTERFERON_MHC_II_1,31/45,5.361011254779957e-22,3.7527078783459695e-21,22.896856881293868,1121.435831969575,harmony_leiden,0.2,1.0936462959751112e-20,True
0,gs_ind_0,MP18_INTERFERON_MHC_II_2,17/38,2.2483092290210825e-08,7.869082301573789e-08,7.893352765984412,139.00590675581932,harmony_leiden,0.2,1.91106284466792e-07,True
0,gs_ind_0,MP19_EPITHELIAL_SENESCENCE,14/35,2.232537692501351e-06,3.906940961877364e-06,6.435002182180934,83.73463990389115,harmony_leiden,0.2,1.3395226155008106e-05,True
0,gs_ind_0,MP22_SECRETED_1,13/28,6.634852034517917e-07,1.3269704069035834e-06,8.293935483870968,117.98752971201506,harmony_leiden,0.2,4.229718172005172e-06,True
0,gs_ind_0,MP23_SECRETED_2,11/40,0.0012931995232216237,0.0015087327770918943,3.644246679486606,24.23655772505855,harmony_leiden,0.2,0.005276254054744225,True
0,gs_ind_0,MP39_METAL_RESPONSE,12/34,5.446496072916264e-05,7.625094502082769e-05,5.241674034777483,51.46250923854648,harmony_leiden,0.2,0.00027777129971872944,True
0,gs_ind_0,MP5_STRESS,30/42,4.878800192774574e-22,3.7527078783459695e-21,25.594956011730204,1255.9949831354884,harmony_leiden,0.2,1.0936462959751112e-20,True
0,gs_ind_0,MP6_HYPOXIA,15/32,7.35023231463059e-08,2.058065048096565e-07,8.515748941085869,139.87925630255776,harmony_leiden,0.2,5.355169257802286e-07,True
0,gs_ind_0,MP7_STRESS_IN_VITRO,9/20,5.291877103263162e-05,7.625094502082769e-05,7.719491429220116,76.0119210824779,harmony_leiden,0.2,0.00027777129971872944,True
1,gs_ind_0,MP12_EMT_1,18/45,1.0923931119915424e-11,9.831538007923882e-11,12.291356918943126,310.2346502484889,harmony_leiden,0.2,1.5917728203305332e-10,True
1,gs_ind_0,MP13_EMT_2,4/41,0.2244149674514982,0.4039469414126967,1.9163636363636363,2.8635424758180617,harmony_leiden,0.2,0.4768818058344337,False
1,gs_ind_0,MP14_EMT_3,2/32,0.5772494162464961,0.8658741243697441,1.2915940006975932,0.7097061590440604,harmony_leiden,0.2,0.949668394470042,False
1,gs_ind_0,MP15_EMT_4,6/32,0.009885391527415466,0.044484261873369596,4.009891114620563,18.512453140951802,harmony_leiden,0.2,0.034769308130909574,True
1,gs_ind_0,MP18_INTERFERON_MHC_II_2,6/38,0.02249671981376771,0.06749015944130314,3.2590308370044054,12.366020220365325,harmony_leiden,0.2,0.07402146519368731,False
1,gs_ind_0,MP19_EPITHELIAL_SENESCENCE,1/35,0.8853732953600212,0.8853732953600212,0.6778572738946982,0.082526357602538,harmony_leiden,0.2,1.0,False
1,gs_ind_0,MP23_SECRETED_2,5/40,0.08510664890216187,0.1914899600298642,2.4984931422596715,6.155912618368323,harmony_leiden,0.2,0.23461832940595975,False
1,gs_ind_0,MP39_METAL_RESPONSE,1/34,0.8779880339349224,0.8853732953600212,0.6984696769317967,0.09088649077179332,harmony_leiden,0.2,1.0,False
1,gs_ind_0,MP7_STRESS_IN_VITRO,1/20,0.7085606374724245,0.8853732953600212,1.2090230444660823,0.4165321813810282,harmony_leiden,0.2,1.0,False
2,gs_ind_0,MP10_PROTEIN_MATURATION,3/15,0.18347850508240676,0.6054893101032497,2.535594936708861,4.299501222696118,harmony_leiden,0.2,0.43522808182338346,False
2,gs_ind_0,MP12_EMT_1,3/45,0.8440373988918486,0.9757922010267908,0.7332539091586001,0.124329413806902,harmony_leiden,0.2,1.0,False
2,gs_ind_0,MP13_EMT_2,4/41,0.5989787021658579,0.8984680532487869,1.0769465648854961,0.5519666013504153,harmony_leiden,0.2,0.9584168755266663,False
2,gs_ind_0,MP14_EMT_3,5/32,0.21016226721967124,0.6054893101032497,1.8143222506393861,2.8301165477429295,harmony_leiden,0.2,0.4560968352426908,False
2,gs_ind_0,MP15_EMT_4,2/32,0.845794513629152,0.9757922010267908,0.7310979890159806,0.12244344354359225,harmony_leiden,0.2,1.0,False
2,gs_ind_0,MP17_INTERFERON_MHC_II_1,6/45,0.2910444951125149,0.6054893101032497,1.4903192216328789,1.8394698964014418,harmony_leiden,0.2,0.5708949711822408,False
2,gs_ind_0,MP18_INTERFERON_MHC_II_2,4/38,0.5366160763478132,0.8943601272463553,1.172585462993694,0.7299020660021283,harmony_leiden,0.2,0.921163859248654,False
2,gs_ind_0,MP19_EPITHELIAL_SENESCENCE,1/35,0.9757922010267908,0.9757922010267908,0.38498419962950853,0.009434278050286153,harmony_leiden,0.2,1.0,False
2,gs_ind_0,MP1_CELL_CYCLE_G2_M,47/47,4.815598660969884e-50,7.223397991454826e-49,1114.315960912052,126538.8169254354,harmony_leiden,0.2,4.911910634189282e-48,True
2,gs_ind_0,MP23_SECRETED_2,2/40,0.9215938391098271,0.9757922010267908,0.5765644934410677,0.0470768795265262,harmony_leiden,0.2,1.0,False
2,gs_ind_0,MP2_CELL_CYCLE_G1_S,30/30,1.2593130488828745e-31,9.444847866621559e-31,644.1671554252199,45832.217089208214,harmony_leiden,0.2,4.281664366201773e-30,True
2,gs_ind_0,MP39_METAL_RESPONSE,5/34,0.24842637542854368,0.6054893101032497,1.6894100307772335,2.3526871967483896,harmony_leiden,0.2,0.5171324549737032,False
2,gs_ind_0,MP3_CELL_CYCLE_HMG_RICH,10/11,8.174208319584465e-10,4.0871041597922325e-09,66.1233595800525,1383.6225087392968,harmony_leiden,0.2,8.337692485976155e-09,True
2,gs_ind_0,MP6_HYPOXIA,2/32,0.845794513629152,0.9757922010267908,0.7310979890159806,0.12244344354359225,harmony_leiden,0.2,1.0,False
2,gs_ind_0,MP7_STRESS_IN_VITRO,3/20,0.32292763205506647,0.6054893101032497,1.8060759493670886,2.0414564642132484,harmony_leiden,0.2,0.6099744161040145,False
3,gs_ind_0,MP10_PROTEIN_MATURATION,4/15,0.05486771831242486,0.20575394367159322,3.5635579156986394,10.344403224589461,harmony_leiden,0.2,0.15545853521853709,False
3,gs_ind_0,MP12_EMT_1,2/45,0.9494440477790168,0.9933490849391976,0.50884507368482,0.026398210012309447,harmony_leiden,0.2,1.0,False
3,gs_ind_0,MP13_EMT_2,2/41,0.9281182735070824,0.9933490849391976,0.561649076937793,0.04189683318902598,harmony_leiden,0.2,1.0,False
3,gs_ind_0,MP14_EMT_3,5/32,0.21016226721967124,0.3940542510368836,1.8143222506393861,2.8301165477429295,harmony_leiden,0.2,0.4560968352426908,False
3,gs_ind_0,MP15_EMT_4,6/32,0.0927144584287314,0.2781433752861942,2.237813454915846,5.322036991596327,harmony_leiden,0.2,0.2488651252560685,False
3,gs_ind_0,MP17_INTERFERON_MHC_II_1,6/45,0.2910444951125149,0.48507415852085817,1.4903192216328789,1.8394698964014418,harmony_leiden,0.2,0.5708949711822408,False
3,gs_ind_0,MP18_INTERFERON_MHC_II_2,8/38,0.030435530579946916,0.20575394367159322,2.5632105599318713,8.951101874444937,harmony_leiden,0.2,0.0970132537235808,False
3,gs_ind_0,MP19_EPITHELIAL_SENESCENCE,3/35,0.6961302877365814,0.9492685741862474,0.9643232716650438,0.3492956722201365,harmony_leiden,0.2,1.0,False
3,gs_ind_0,MP1_CELL_CYCLE_G2_M,1/47,0.9933490849391976,0.9933490849391976,0.2836931037270596,0.0018931212322529072,harmony_leiden,0.2,1.0,False
3,gs_ind_0,MP22_SECRETED_1,5/28,0.14068145717872604,0.3517036429468151,2.1279316536975568,4.173421092475979,harmony_leiden,0.2,0.341654967434049,False
3,gs_ind_0,MP23_SECRETED_2,6/40,0.2044815526577469,0.3940542510368836,1.7111508513095637,2.7160712704078485,harmony_leiden,0.2,0.4560968352426908,False
3,gs_ind_0,MP39_METAL_RESPONSE,3/34,0.6767322893717991,0.9492685741862474,0.9954992967651195,0.38872208850632617,harmony_leiden,0.2,1.0,False
