# confounders | collection gavish_tnbc (pan-cancer malignant metaprograms (Gavish, TNBC-relevant)) | DRVI run drvi_tum_64 | 05_4 - 05_8 signature interpretation
# CAVEAT: Cells are the aneuploid epithelium called by inferCNV in 05_1: a per-cohort THRESHOLD on a CNV score, not a validated clone assignment - no matched normal, no bulk WGS.
# CAVEAT: Cells no run covered (not_tested) were excluded rather than assumed normal, and 19 of the 29 cohorts of the epithelial compartment reach the 200-cell floor, so this is the tumour the call could reach in the patients with the most of it.
# CAVEAT: The CellTypist labels carried along (cell_type_01_4) come from a NORMAL breast atlas with no malignant class and are landmarks, never identities: every state reported here is a state of malignant epithelium, named by its genes and not by that label.
readout,axis,rho_n_genes_by_counts,p_n_genes_by_counts,rho_pct_counts_mt,p_pct_counts_mt,rho_S_score,p_S_score,rho_G2M_score,p_G2M_score
MP2_CELL_CYCLE_G1_S,cell_cycle,-0.13254255875120385,1.6486040180854927e-141,-0.03832305802283001,3.0294709163215967e-13,0.7497713228479437,0.0,0.683127329218522,0.0
MP3_CELL_CYCLE_HMG_RICH,cell_cycle,0.3674455737262604,0.0,0.022883120734188966,1.3382879701183294e-05,0.5017581984054366,0.0,0.4597858414735754,0.0
MP4_CHROMATIN,chromatin,0.2116761134774269,0.0,0.30886814691177134,0.0,-0.0036662308029724966,0.4855217482279529,0.014366985258490922,0.00627127193411229
MP5_STRESS,stress,0.17832365283293403,2.597996758016472e-256,0.2567226836070186,0.0,-0.22777764733167494,0.0,-0.2154884779916306,0.0
MP6_HYPOXIA,stress,0.3326898903929487,0.0,0.039217619665238755,8.428597793294718e-14,0.043159333027001846,2.134775482089423e-16,-0.0600197887261844,3.023440322656609e-30
MP7_STRESS_IN_VITRO,stress,0.16868519914083552,3.460740150934832e-229,0.0492494541733949,6.938770775118158e-21,-0.17616892679094,4.142391221477852e-250,-0.20457327989570473,0.0
MP8_PROTEASOMAL_DEGRADATION,proteostasis,0.304453583132243,0.0,-0.12165462625156133,2.3014737574978797e-119,0.2297322848163843,0.0,0.13121964129826919,1.0283204072290275e-138
MP9_UNFOLDED_PROTEIN_RESPONSE,proteostasis,0.45736199002000993,0.0,0.21898861221380242,0.0,-0.02987973444906853,1.304671437075479e-08,-0.16547603941536324,1.6476581431721244e-220
MP10_PROTEIN_MATURATION,proteostasis,0.5001182050582333,0.0,0.3291634584896098,0.0,-0.06297386965747448,3.924724065254581e-33,-0.20471741885789863,0.0
MP11_TRANSLATION_INITIATION,proteostasis,0.1619323556037609,3.9364638750907335e-211,-0.07620564888576081,9.302098144117392e-48,0.1491251644436828,5.187658761633398e-179,0.06205847659831016,3.1845800846272954e-32
MP12_EMT_1,emt,-0.00776926400278285,0.13940478095987666,-0.013102839308582193,0.012676497946350616,0.05406584019109659,7.596402424785527e-25,-0.012765089776264334,0.015162652547708806
MP13_EMT_2,emt,0.16015513308823898,1.6522306843217608e-206,0.008189269166482752,0.11925343289283721,0.07029814177209752,6.94044936570654e-41,0.0037421994692624543,0.4765259389424329
MP14_EMT_3,emt,0.2620298778281843,0.0,-0.045907007831223756,2.3781261032189078e-18,-0.02279084221658885,1.4497515475177122e-05,-0.12957381047238734,2.811937302754862e-135
MP15_EMT_4,emt,0.2280515124961397,0.0,0.06503029937521983,3.1834980423078575e-35,-0.10851079106591134,3.204607400327149e-95,-0.22511839128353253,0.0
MP17_INTERFERON_MHC_II_1,immune,0.09022447969481417,2.702764715903344e-66,-0.1070670591404883,9.686980288648663e-93,-0.05375158178035151,1.4129851675674241e-24,-0.15569350053996478,3.871838474785136e-195
MP18_INTERFERON_MHC_II_2,immune,0.27145578547581833,0.0,0.011957658367492394,0.022914868958566613,-0.0026031967476704445,0.6204441548127414,-0.12007212327678574,2.6205856610261083e-116
MP19_EPITHELIAL_SENESCENCE,senescence,0.2645654781556625,0.0,-0.013176367892140769,0.012185714100478263,-0.18434696246073487,4.4620694999201675e-274,-0.3140096030253596,0.0
MP20_MYC,metabolic,0.24507846014693113,0.0,-0.11092633420895644,1.905407036289147e-99,0.40686217835120975,0.0,0.3138516830774193,0.0
MP21_RESPIRATION,metabolic,0.31032962174014994,0.0,0.06025363980115307,1.807194237052776e-30,0.041114816355550594,5.08459802381548e-15,-0.01776974472527666,0.0007230115909520709
MP38_GLUTATHIONE,detoxification,-0.16038723185992865,4.143545625935763e-207,-0.01009673779062328,0.054756206232287545,-0.1237001756468003,2.2409190509521304e-123,-0.08604806139187932,1.9184105818939178e-60
MP39_METAL_RESPONSE,detoxification,0.3011751170256707,0.0,0.1299494848871322,4.660691081728046e-136,0.06406264616372029,3.126858358391517e-34,-0.022259879257503463,2.2840802669757586e-05
MP22_SECRETED_1,secreted,0.21455255067660073,0.0,0.09283268667390408,4.322455014077358e-70,-0.10556167683594767,3.4394793607038683e-90,-0.13394578788707281,1.6625573909177844e-144
MP23_SECRETED_2,secreted,0.17453599173103182,1.838608519497723e-245,0.0059175124899826246,0.2602797810247236,-0.1904587835192708,9.506210533941932e-293,-0.3116938184987341,0.0
MP25_ASTROCYTES,neural,0.18843215869000873,1.7443568997811954e-286,0.17041949907441248,5.973698053678478e-234,0.014127143695184297,0.007196395929675987,-0.05501430539606482,1.1421606933953491e-25
MP33_RBCS,other_lineage,0.2856774658836769,0.0,0.1010624822789909,8.705952415381133e-83,0.03295298483053619,3.598294351668146e-10,-0.04738886396136757,1.879073522395119e-19
MP36_IG,other_lineage,0.24181479235060002,0.0,0.16220204899629323,7.742543078075166e-212,-0.133722214003059,5.0160438053905017e-144,-0.23587853246046903,0.0
MP41_UNASSIGNED,unassigned,0.4380936679656524,0.0,0.45785858453836803,0.0,-0.1671947311090588,3.9024249686787185e-225,-0.18662957286251955,5.655722359273778e-281
